Index,label,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,integer_9,integer_10,integer_11,integer_12,integer_13,categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26
76730,0,,0,6.0,37.0,20423.0,548.0,1,5,160,,1,,37.0,05db9164,38d50e09,,,25c83c98,13718bbd,bd6afa2b,0b153874,7cc72ec2,ca70d133,c1ee56d0,,ebd756bd,07d13a8f,ee569ce2,,d4bb7bd8,582152eb,21ddcdc9,5840adea,,,3a171ecb,,001f3601,56be3401
76744,0,11.0,0,1.0,16.0,2,2.0,44,37,66,1.0,12,,2.0,5a9ed9b0,38a947a1,b2319f46,117ed61a,25c83c98,7e0ccccf,3a34d722,0b153874,a73ee510,78a42779,b8deab54,c567f265,efbb2435,051219e6,45636eb0,8fbb6394,e5ba7672,b0dff362,,,c9699382,,423fab69,aacf67ad,,
76760,0,0.0,0,9.0,9.0,30909,,0,13,9,0.0,0,,12.0,39af2607,784f09f8,4483f7ce,055e9b3b,25c83c98,7e0ccccf,0c41b6a1,0b153874,a73ee510,474773a7,4ba74619,fd7184ec,879fa878,07d13a8f,ac8848fa,4c99ae2f,e5ba7672,e37d2c6d,,,444473ef,,423fab69,8282312c,,
76881,0,2.0,45,,3.0,443.0,3.0,2.0,3,3.0,1.0,1.0,,3.0,05db9164,287130e0,,,25c83c98,fbad5c96,3b6f6b96,0b153874,a73ee510,3b08e48b,9595e278,,f8525b14,07d13a8f,10040656,,07c540c4,891589e7,21ddcdc9,5840adea,,,32c7478e,,ea9a246c,b4a4615f
76894,0,0.0,0,,,5359.0,99.0,1,2,67,0.0,1,,,05db9164,2fe85f57,203e9467,931ecec3,43b19349,7e0ccccf,8d56bbe6,0b153874,a73ee510,ceea4f75,05286645,d34c1fd8,bcd59fe5,07d13a8f,3068b94c,b9b62d6e,d4bb7bd8,c25374fb,,,f0255ec8,,3a171ecb,fab2a151,,
76930,1,1.0,1,,0.0,168,1.0,3.0,2,4.0,1.0,2.0,0.0,0.0,68fd1e64,e5857f7e,,,25c83c98,7e0ccccf,45b545a7,0b153874,a73ee510,3b08e48b,89073265,,8b266858,07d13a8f,d2fba5f5,,07c540c4,c79539f7,,,,,3a171ecb,,,
76952,0,4.0,0,173.0,46.0,779.0,167.0,10,46,70,1.0,4,,46.0,8cf07265,a0e12995,5e53347d,d631e57b,4cf72387,7e0ccccf,c519c54d,0b153874,a73ee510,58a1f265,59cd5ae7,4d934f18,8b216f7b,07d13a8f,73e2709e,9faa714c,e5ba7672,1616f155,21ddcdc9,5840adea,cc2ffb60,,423fab69,60a57787,9b3e8820,e75c9ae9
76955,1,1.0,0,2.0,,305,0.0,1,0,0,1.0,1,,,05db9164,287130e0,05926715,e26d92a4,25c83c98,fbad5c96,1dcabd2a,0b153874,a73ee510,0466803a,9cf09d42,ae860296,f66b043c,b28479f6,9efd8b77,8938a3f4,d4bb7bd8,891589e7,55dd3565,b1252a9d,a01e4ff1,,32c7478e,f2c173b8,cb079c2d,bc58941b
76980,0,,180,16.0,1.0,3088,,0,1,15,,0,,1.0,68fd1e64,421b43cd,e67d106a,29998ed1,25c83c98,fe6b92e5,29cfae7f,062b5529,a73ee510,e7d353b9,c4a3755f,6aaba33c,e8d73025,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
76991,1,,99,3.0,3.0,,,0.0,3,3.0,,0.0,,3.0,05db9164,38a947a1,,,4cf72387,,d9aa9d97,0b153874,7cc72ec2,3b08e48b,6e647667,,85dbe138,07d13a8f,ce0f2958,,2005abd1,87c9f30d,,,,,32c7478e,,,
77021,0,10.0,1,1.0,,1244,2.0,14.0,3,27.0,0.0,2.0,,,87552397,1cfdf714,762fc25b,a8bbb26b,25c83c98,7e0ccccf,7195046d,0b153874,a73ee510,b90dbc4e,4d8549da,50165667,51b97b8f,051219e6,af56328b,6a43d0e2,e5ba7672,e88ffc9d,0d7273b6,a458ea53,006a1016,,3a171ecb,3fdb382b,cb079c2d,49d68486
77170,1,6.0,0,1.0,,632.0,0.0,10.0,0.0,6.0,1.0,2.0,4.0,,5bfa8ab5,1cfdf714,f8659721,f0683ddc,0942e0a7,,b8a6d129,1f89b562,a73ee510,6c47047a,2c3edb8b,199d415d,03d0ba0e,d2dfe871,ca8b2a1a,ef3c9067,8efede7f,e88ffc9d,69ff7363,a458ea53,43f23889,,3a171ecb,3fdb382b,cb079c2d,49d68486
77181,0,5.0,-1,,,639,5.0,15,5,16,2.0,5,0.0,,05db9164,403ea497,2cbec47f,3e2bfbda,43b19349,7e0ccccf,f10470f2,0b153874,a73ee510,48fbe322,e8d690e8,21a23bfe,02e4b2e5,07d13a8f,e3209fc2,587267a3,8efede7f,a78bd508,21ddcdc9,5840adea,c2a93b37,,32c7478e,1793a828,e8b83407,2fede552
77195,0,0.0,7,26.0,13.0,2263,137.0,21,28,591,0.0,3,9.0,13.0,05db9164,59ab477c,21d13ddc,0fccb71f,25c83c98,7e0ccccf,099d72d1,51d76abe,a73ee510,6c47047a,a6f5e788,17ebf5d3,beaa48ab,b28479f6,a1d90ff1,97c5a99d,8efede7f,74fc71da,21ddcdc9,5840adea,2063e5dc,,3a171ecb,1e258e53,47907db5,aa5f0a15
77202,0,,5,3.0,3.0,18099,629.0,2,15,411,,1,0.0,3.0,05db9164,0a519c5c,77f2f2e5,d16679b9,25c83c98,7e0ccccf,b2a55fc8,5b392875,a73ee510,0ada1061,2b9f131d,9f32b866,aca10c14,1adce6ef,123b2f29,31ca40b6,8efede7f,2efa89c6,,,dfcfc3fa,,32c7478e,aee52b6f,,
77212,1,0.0,300,20.0,23.0,146.0,156.0,20.0,48,660.0,0.0,6.0,0.0,26.0,68fd1e64,38a947a1,b1b6f323,be4cb064,25c83c98,fbad5c96,e6c8d4cd,f504a6f4,a73ee510,4fcd52f7,52eb7ca7,d28c687a,e1d6ecb6,07d13a8f,22094a91,f2a191bd,27c07bd6,c9da8737,,,5911ddcb,,32c7478e,1335030a,,
77216,1,0.0,0,3.0,3.0,14914,651.0,6,9,539,0.0,3,,3.0,68fd1e64,d833535f,b00d1501,d16679b9,25c83c98,7e0ccccf,38eb9cf4,0b153874,a73ee510,3dd5f464,7f8ffe57,e0d76380,46f42a63,07d13a8f,2e7bc615,1203a270,e5ba7672,7b49e3d2,,,73d06dde,,32c7478e,aee52b6f,,
77233,0,,180,25.0,23.0,3126.0,108.0,11,25,210,,3,0.0,25.0,5a9ed9b0,421b43cd,01361147,29998ed1,25c83c98,fe6b92e5,5346551f,5b392875,a73ee510,75d852fc,d79cc967,6aaba33c,115d29f4,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,dbb486d7,b34f3128,,
77356,0,,30,3.0,1.0,,,0.0,3.0,1.0,,0.0,,2.0,39af2607,38a947a1,b6f6b7e6,6a14f9b9,25c83c98,7e0ccccf,84eefcc9,0b153874,a73ee510,3b08e48b,742e9bd6,a2bc8acb,9325eab4,07d13a8f,4dad26dd,f8b34416,2005abd1,e5f8f18f,,,f3ddd519,,be7c41b4,b34f3128,,
77364,1,0.0,26,,1.0,1637,77.0,1,16,50,0.0,1,,24.0,17f69355,5dac953d,d032c263,c18be181,25c83c98,7e0ccccf,6ad82e7a,0b153874,a73ee510,9e2d5050,c1ee56d0,dfbb09fb,ebd756bd,1adce6ef,b4a435f2,84898b2a,e5ba7672,63e4be9d,,,0014c32a,,32c7478e,3b183c5c,,
77430,0,0.0,39,3.0,3.0,1563,52.0,10.0,7,69.0,0.0,2.0,,3.0,05db9164,c44e8a72,b4850fe5,f78efdca,4cf72387,7e0ccccf,2575d83f,0b153874,a73ee510,5162b19c,760b1970,471c5bbe,1d36488f,07d13a8f,b88d2fea,be1df8b2,e5ba7672,456d734d,7c629f16,a458ea53,c51c7e12,,32c7478e,e1547478,724b04da,7f2fc2fe
77472,0,,571,,,308815.0,,,6,,,,,,5a9ed9b0,38a947a1,f498dc1c,38ffe727,25c83c98,fbad5c96,9d99aaa3,0b153874,7cc72ec2,2ce2764d,d93e6010,39165a5f,4e8bba73,b28479f6,00c49ff6,066ce1a6,d4bb7bd8,81824cb7,,,a7db39e7,,32c7478e,bef9cef9,,
77509,0,0.0,1,1.0,,2315.0,119.0,2.0,0,50.0,0.0,1.0,,,05db9164,90081f33,c8fbe6f4,9ff76ed7,25c83c98,fe6b92e5,879ccac6,1f89b562,a73ee510,87dcf8fc,e931c5cd,129a3ed4,580817cd,64c94865,94eccbef,e00649f9,07c540c4,1b884e69,,,4aaf0037,,423fab69,8e84e831,,
77544,0,,-1,35.0,1.0,20522,93.0,28,2,167,,3,0.0,1.0,be589b51,58e67aaf,e8e8bd34,decada98,4cf72387,7e0ccccf,1e3cba9d,0b153874,a73ee510,c03541ea,843d8639,95033d60,9cab1003,051219e6,d83fb924,e0a01597,e5ba7672,c21c3e4c,338f20de,a458ea53,a1b1ee6f,,32c7478e,ae39798e,9b3e8820,3f8f3f3e
77599,0,17.0,2749,16.0,0.0,394.0,4.0,23.0,4,4.0,1.0,3.0,,4.0,9684fd4d,a0e12995,283e809e,479b8c91,25c83c98,7e0ccccf,ca4c27ef,0b153874,a73ee510,7ef432eb,1bdc0607,de74a2f4,619a03e9,1adce6ef,78c64a1d,54b9445f,e5ba7672,1616f155,21ddcdc9,5840adea,aac0796c,,423fab69,0f8f13e3,9b3e8820,e75c9ae9
77629,0,0.0,17,1.0,2.0,5819,76.0,1.0,2,70.0,0.0,1.0,,2.0,05db9164,0b8e9caf,36db4beb,8554d277,25c83c98,7e0ccccf,1662de8f,0b153874,a73ee510,e8c6d5af,dd244141,f85d8b9f,468f0632,b28479f6,7d4df900,3e9b78fb,d4bb7bd8,ca6a63cf,,,1d967272,,be7c41b4,08b0ce98,,
77630,0,,0,83.0,26.0,993,96.0,1,34,169,,1,,26.0,05db9164,09bf88cc,b3a4ebe5,87abc25f,4cf72387,,2555b4d9,5b392875,a73ee510,f9065d00,0e4ebdac,3c5cf2b7,779f824b,b28479f6,19015106,8d5674a4,27c07bd6,88daae07,21ddcdc9,5840adea,62a2e5de,,bcdee96c,2cf2378d,e8b83407,80a27288
77634,1,,2,4.0,1.0,,,0,1,12,,0,,1.0,05db9164,38a947a1,bd5a1051,4b481a7b,25c83c98,,88002ee1,0b153874,7cc72ec2,3b08e48b,f1b78ab4,0550989c,6e5da64f,07d13a8f,c46f8898,41aa730c,2005abd1,3e573dd5,,,74a6391e,,32c7478e,1e4f0757,,
77715,0,0.0,0,25.0,8.0,1977.0,86.0,25.0,26,379.0,0.0,6.0,0.0,28.0,8cf07265,0468d672,220f64ed,867d05be,25c83c98,fbad5c96,767bab68,0b153874,a73ee510,7772a17d,37428807,4cf1a89a,ee3486ce,07d13a8f,a888f201,668f77c8,3486227d,9880032b,21ddcdc9,5840adea,3cada6bf,,93bad2c0,a9a2ac1a,ea9a246c,409c7293
77742,0,8.0,1,46.0,42.0,0.0,1.0,8.0,42,42.0,1.0,1.0,,1.0,05db9164,38d50e09,c951e20f,7e94d405,43b19349,7e0ccccf,dc2b40a4,0b153874,a73ee510,8567b763,6685ea28,e827b08e,7edc047a,07d13a8f,e24ff4c6,cbe72e9f,e5ba7672,f855e3f0,21ddcdc9,5840adea,98b5798b,,55dd3565,e9403827,001f3601,6ee7509a
77781,1,,93,4.0,2.0,4608.0,18.0,3.0,3,18.0,,1.0,,3.0,05db9164,cc8e236e,1c239854,cf3dc9c2,25c83c98,,81bb0302,0b153874,a73ee510,7f314591,b7094596,98d78b2b,1f9d2c38,07d13a8f,3a8c68b7,da1333b6,07c540c4,775e80fe,21ddcdc9,5840adea,3ee29a07,,32c7478e,c83e0347,ea9a246c,2fede552
77783,0,0.0,0,27.0,5.0,17328,2223.0,4,6,245,0.0,1,,136.0,05db9164,09e68b86,459e8c74,c09ea35b,b2241560,13718bbd,622305e6,0b153874,a73ee510,2124a520,319687c9,dac19969,62036f49,b28479f6,52baadf5,b9f0c20e,e5ba7672,5aed7436,59e501fc,b1252a9d,2ced5bea,,3a171ecb,9cc79fd0,e8b83407,ce4ac9a6
77815,1,7.0,1,1.0,,462.0,0.0,58.0,0,25.0,1.0,5.0,,,05db9164,053c35c0,d85fd3cf,d8043b20,25c83c98,7e0ccccf,8f572b5e,0b153874,a73ee510,84462a5b,434d6c13,69a305eb,7301027a,07d13a8f,6bf6b0b8,a1d09e58,e5ba7672,6fc226ff,,,2a1f08a8,,c7dc6720,9c5d34c8,,
77833,0,,0,,,10497,239.0,2.0,18,67.0,,1.0,,,c71ae391,5dac953d,d032c263,c18be181,25c83c98,7e0ccccf,ea259ef0,0b153874,a73ee510,3b08e48b,f3d551b3,dfbb09fb,31c26a78,1adce6ef,3a6fbb6d,84898b2a,776ce399,06c23e12,,,0014c32a,,32c7478e,3b183c5c,,
77834,0,2.0,0,96.0,25.0,69,25.0,13,37,86,1.0,3,,25.0,05db9164,09e68b86,2958f27a,3293c5f3,25c83c98,7e0ccccf,d2d741ca,0b153874,a73ee510,11e1309c,ea4adb47,f9507afe,5781932,b28479f6,52baadf5,b8996eba,e5ba7672,5aed7436,d9aa05dc,a458ea53,632f9e80,,bcdee96c,3fdb382b,e8b83407,2e5068eb
77839,0,,0,7.0,4.0,12026,191.0,0,2,8,,0,,4.0,68fd1e64,78ccd99e,e28d8686,cfaa76f1,4cf72387,7e0ccccf,0b507e32,0b153874,a73ee510,2e834f9a,1d351a39,1097ae10,90a568bc,051219e6,9917ad07,4a8c9412,1e88c74f,e7e991cb,0b86bc18,a458ea53,9b03f84e,,32c7478e,d96682aa,e8b83407,5ecd633b
77916,0,1.0,1292,,,786.0,142.0,19.0,45,57.0,1.0,4.0,0.0,,05db9164,207b2d81,f7cbc065,984cec62,25c83c98,7e0ccccf,1d794a16,0b153874,a73ee510,d023b3d2,4c9e8313,3cbe95b6,67b031b4,b28479f6,c6438ddb,e39d4c2b,e5ba7672,fa0643ee,21ddcdc9,b1252a9d,652c2f00,c9d4222a,32c7478e,42f77faa,001f3601,bb08cb53
77927,0,21.0,5,2.0,4.0,0.0,1.0,407.0,5,655.0,2.0,28.0,3.0,1.0,68fd1e64,89ddfee8,e38f9fdf,dbff86cf,4cf72387,3bf701e7,407438c8,0b153874,a73ee510,935a36f0,755e4a50,b0fc60da,5978055e,1adce6ef,34cce7d2,da635fd1,8efede7f,5bb2ec8e,21ddcdc9,b1252a9d,00dc22cf,,bcdee96c,3fdb382b,f0f449dd,49d68486
77965,0,0.0,13,164.0,1.0,34747,4654.0,4,4,426,0.0,1,,2.0,5a9ed9b0,80e26c9b,74e1a23a,9a6888fb,25c83c98,7e0ccccf,ab495772,0b153874,7cc72ec2,7f56dad6,8f68a279,fb8fab62,7eb73375,b28479f6,4c1df281,c6b1e1b2,e5ba7672,f54016b9,21ddcdc9,5840adea,99c09e97,,32c7478e,335a6a1e,e8b83407,d15c0cc8
77980,0,1.0,0,8.0,7.0,1.0,3.0,2.0,8,7.0,1.0,2.0,,3.0,05db9164,38a947a1,60111235,e26f3688,b0530c50,7e0ccccf,21f5b15a,062b5529,a73ee510,ae30c15e,a0a5e9d7,299c5225,ee79db7b,1adce6ef,a4ce3095,270e1d5f,07c540c4,1263c077,,,99130824,,423fab69,af55e227,,
77993,0,3.0,34,3.0,3.0,1396,3.0,4,3,3,0.0,1,0.0,3.0,5a9ed9b0,bce95927,a7175820,13508380,25c83c98,fe6b92e5,7b26d3fe,0b153874,a73ee510,fbbf2c95,ae19a197,8e3d2a72,7f0d7407,07d13a8f,fec218c0,c4dbf305,e5ba7672,04d863d5,21ddcdc9,b1252a9d,f02babe7,,3a171ecb,45ab94c8,e8b83407,c84c4aec
77997,1,0.0,42,1.0,,2151.0,12.0,28,0,5,0.0,7,0.0,,05db9164,d4be07ad,e0a113e8,0c6fb000,25c83c98,7e0ccccf,f4752ad1,0b153874,a73ee510,3b08e48b,18d1c966,534927a2,31493a18,b28479f6,98fca9df,f393637d,e5ba7672,cbae5931,11247e20,a458ea53,c4b38795,,3a171ecb,b2f178a3,001f3601,938732a0
77999,1,6.0,1,4.0,17.0,36,4.0,34,39,80,2.0,6,,4.0,05db9164,95e2d337,cf340b36,7d38141a,4cf72387,6f6d9be8,1d7f26b5,0b153874,a73ee510,0466803a,c9168a8c,2eff68e2,3c12244d,07d13a8f,4e505ea3,75d8b726,e5ba7672,7b06fafe,68c36492,5840adea,522added,,32c7478e,7c08058f,2bf691b1,c07c490e
78033,0,4.0,0,27.0,18.0,1319.0,18.0,164.0,18.0,39.0,0.0,24.0,1.0,18.0,5a9ed9b0,404660bb,cbb61031,9018d236,43b19349,7e0ccccf,1c86e0eb,0b153874,a73ee510,7ebb4b06,755e4a50,a9533403,5978055e,1adce6ef,6ddbba94,7a801e0d,e5ba7672,4b17f8a2,21ddcdc9,5840adea,1d971793,,32c7478e,914b000f,f0f449dd,984e0db0
78050,0,0.0,0,2.0,28.0,30535.0,2317.0,1.0,47,185.0,0.0,0.0,,41.0,05db9164,04e09220,,,25c83c98,7e0ccccf,94224a91,0b153874,a73ee510,3b08e48b,bbd0e773,,79ae8b9a,b28479f6,69f825dd,,07c540c4,6fc84bfb,,,,,c7dc6720,,,
78071,0,0.0,592,8.0,1.0,4648,62.0,7,3,32,0.0,2,,2.0,68fd1e64,09e68b86,016fda05,4680bae1,25c83c98,,4642c514,0b153874,a73ee510,3dc1e140,c17b047a,533d64f8,2e7b87f1,1adce6ef,dbc5e126,da875c1a,e5ba7672,5aed7436,af7c4727,b1252a9d,a193a740,,bcdee96c,a879cf29,e8b83407,c2d2389a
78097,0,0.0,0,98.0,9.0,1889.0,155.0,5.0,43,63.0,0.0,2.0,0.0,34.0,05db9164,38a947a1,faf21a45,2d618c4e,25c83c98,7e0ccccf,5547e1f4,5b392875,a73ee510,4f0957b7,087dfcfd,24d54eae,5317f239,1adce6ef,f7d76b03,a7d2766d,e5ba7672,b3fe34a4,,,de8cff3a,,3a171ecb,8ab167ac,,
78120,0,,1,17.0,27.0,4.0,,0.0,27,27.0,,0.0,,27.0,5a9ed9b0,38a947a1,,,4cf72387,7e0ccccf,9b7f373a,0b153874,a73ee510,3b08e48b,ec2b795a,,a5975b1d,1adce6ef,f3cbac68,,776ce399,659bdb63,,,,,423fab69,,,
78132,0,,0,1.0,3.0,19261,36.0,1,5,31,,1,,3.0,05db9164,38a947a1,,,25c83c98,,8c28e5b5,37e4aa92,7cc72ec2,98728ad1,ae4c531b,,01c2bbc7,1adce6ef,634543ac,,d4bb7bd8,bf4e216d,,,,,32c7478e,,,
78146,1,3.0,4,2.0,2.0,1.0,35.0,11,11,135,0.0,3,0.0,1.0,05db9164,421b43cd,0f3bdd24,29998ed1,25c83c98,7e0ccccf,36b21dc8,0b153874,a73ee510,451bd4e4,0f1fa8b8,6aaba33c,e4e9ce3a,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,c9d4222a,3a171ecb,b34f3128,,
78156,0,1.0,0,1.0,,678,51.0,1,6,6,1.0,1,,,05db9164,38a947a1,73116da0,f7f717d1,f281d2a7,7e0ccccf,bd4d5d08,5b392875,a73ee510,eccd1549,482eeb5e,7bd722da,df69ace5,07d13a8f,0f762d27,c81066d4,d4bb7bd8,29b9d89a,,,f89431ce,ad3062eb,423fab69,1793a828,,
78166,0,,0,2.0,,33989,23.0,3.0,2,22.0,,0.0,,,05db9164,42016cda,20009f96,73fec7fb,25c83c98,3bf701e7,c86e8c6b,f0e5818a,7cc72ec2,d72f452e,4d8549da,57c08194,51b97b8f,b28479f6,e81555c8,054b386f,e5ba7672,aab53bcd,21ddcdc9,b1252a9d,0dd41d11,,3a171ecb,f9f7eb22,cb079c2d,a3a8e8f4
78254,0,,1,20.0,1.0,2907.0,29.0,12.0,1,41.0,,1.0,,1.0,05db9164,6e638bbc,ff9586e9,e052efd1,b0530c50,fbad5c96,e24d7cb8,0b153874,a73ee510,50e2ba02,03458ded,d40a6bd1,8019075f,b28479f6,c11477f0,b52fd7aa,e5ba7672,f6a2fc70,21ddcdc9,b1252a9d,49de4af9,,32c7478e,5b320056,445bbe3b,e45edfc2
78292,1,7.0,267,7.0,7.0,7,2.0,105.0,42,390.0,1.0,15.0,,2.0,68fd1e64,89ddfee8,144bd2f9,13508380,25c83c98,7e0ccccf,ad3508b1,0b153874,a73ee510,060196aa,ad757a5a,f9d927b7,93b18cb5,07d13a8f,59a58e86,98d21d88,e5ba7672,ae46962e,21ddcdc9,b1252a9d,6d9d8c5f,,423fab69,45ab94c8,f0f449dd,c84c4aec
78316,1,,737,9.0,,7162.0,359.0,4.0,0,202.0,,2.0,,,5bfa8ab5,403ea497,2cbec47f,3e2bfbda,25c83c98,,8d1db846,0b153874,a73ee510,a46ac80b,1bb4f435,21a23bfe,e8d4ea40,b28479f6,91f74a64,587267a3,07c540c4,a78bd508,21ddcdc9,5840adea,c2a93b37,,32c7478e,1793a828,e8b83407,2fede552
78331,1,62.0,114,7.0,5.0,1497,121.0,409,10,558,0.0,8,,5.0,05db9164,39dfaa0d,d3de3cc7,51813bed,25c83c98,fbad5c96,08deaad1,0b153874,a73ee510,5be0d285,4fc18a28,9cf7266f,ff3ffc9f,b28479f6,a36eb32c,df623a30,e5ba7672,75edcf1f,21ddcdc9,5840adea,02a81876,,32c7478e,143ed00a,010f6491,984e0db0
78453,0,,0,3.0,4.0,7506.0,10.0,3.0,4,10.0,,1.0,,4.0,5a9ed9b0,287130e0,680da07d,830d7843,25c83c98,,3c136bdf,0b153874,a73ee510,3b08e48b,332a8783,f8a1140e,e332aa6e,b28479f6,9efd8b77,41779e4a,d4bb7bd8,891589e7,21ddcdc9,b1252a9d,e0add039,,32c7478e,f7213e5f,9d93af03,8fbcd85d
78487,0,1.0,43,58.0,31.0,66.0,36.0,1.0,39,41.0,1.0,1.0,,36.0,39af2607,38d50e09,b00d1501,d16679b9,25c83c98,,ade953a9,0b153874,a73ee510,0eca1729,29e4ad33,e0d76380,80467802,b28479f6,42b3012c,1203a270,d4bb7bd8,582152eb,21ddcdc9,5840adea,73d06dde,,3a171ecb,aee52b6f,001f3601,584d8464
78504,0,0.0,2,97.0,16.0,1517.0,122.0,3,41,69,0.0,1,,16.0,05db9164,38d50e09,3b258de2,0412f6ac,25c83c98,7e0ccccf,051659fe,0b153874,a73ee510,751f5193,84eb4210,fe905664,5fffcbe5,b28479f6,42b3012c,e4ce18b9,07c540c4,582152eb,21ddcdc9,5840adea,06586415,c9d4222a,32c7478e,504fe8ec,e8b83407,aa5f0a15
78515,0,0.0,190,,,2815,14.0,3,3,7,0.0,1,,,05db9164,fc67db1d,a1fa8de1,b5e67941,25c83c98,6f6d9be8,71a4bb78,0b153874,a73ee510,fa303997,258875ea,c7f0018d,dcc8f90a,64c94865,53175e74,5e5cfe1a,e5ba7672,e24773fa,,,980b8ee4,,32c7478e,be673bbf,,
78536,1,,0,3.0,,24986,73.0,2,0,63,,1,0.0,,68fd1e64,09e68b86,aa8c1539,85dd697c,25c83c98,fe6b92e5,4b219154,5b392875,a73ee510,7259dc52,f25fe7e9,d8c29807,dd183b4c,b28479f6,2d49999f,c64d548f,3486227d,63cdbb21,cf99e5de,5840adea,5f957280,,32c7478e,1793a828,e8b83407,b7d9c3bc
78537,0,0.0,1,8.0,4.0,8750,404.0,160,19,118,0.0,5,0.0,4.0,05db9164,38a947a1,c8231be5,f01f9085,4cf72387,,d3f2ae29,0b153874,a73ee510,0e9ead52,c4adf918,21dfec0a,85dbe138,07d13a8f,18517138,d635443b,27c07bd6,e8623312,,,0c050f17,,32c7478e,b889075b,,
78593,0,,-1,2.0,3.0,13098.0,540.0,2.0,4,322.0,,1.0,,108.0,8cf07265,a0e12995,b3ee24fe,631a0f79,25c83c98,7e0ccccf,cc8ce7f3,0b153874,a73ee510,3b08e48b,b6ac69d0,9b665b9c,e987b058,07d13a8f,73e2709e,b7a016ed,07c540c4,1616f155,21ddcdc9,5840adea,1df3ad93,,3a171ecb,3aebd96a,9b3e8820,aa5f0a15
78598,0,,0,2.0,,,,,0,,,,,,8cf07265,38a947a1,208d5772,314aae15,4cf72387,,88002ee1,5b392875,7cc72ec2,3b08e48b,f1b78ab4,74a6701a,6e5da64f,64c94865,1a211c92,ad0cfc79,2005abd1,6e046711,,,b71b6cdf,,32c7478e,ee6bd3d3,,
78604,1,1.0,10,49.0,14.0,8,6.0,5,16,20,1.0,2,0.0,6.0,05db9164,2f659110,d577be04,26d1c179,0942e0a7,fbad5c96,5bb84ef1,0b153874,a73ee510,3b08e48b,4e071d50,0a665a51,a0d2e710,1adce6ef,9ea2e321,bc19fa9c,e5ba7672,c84cfab2,21ddcdc9,b1252a9d,3e120d5e,,423fab69,98276f90,e8b83407,38a0a8f1
78620,1,11.0,51,25.0,12.0,1.0,3.0,19,12,18,1.0,3,0.0,3.0,68fd1e64,f0cf0024,3c7d0de2,dab52c65,43b19349,7e0ccccf,7841e8c6,5b392875,a73ee510,0f2ec50d,7e2c5c15,378cc519,91a1b611,07d13a8f,d2988321,642648fe,e5ba7672,88b0e440,21ddcdc9,5840adea,31e2fa62,,423fab69,6c1cdd05,33d94071,7e6f9939
78633,1,2.0,1,61.0,19.0,12.0,10.0,28.0,35,837.0,1.0,14.0,,10.0,05db9164,287130e0,dadaea75,6d65b22f,4cf72387,fe6b92e5,3598a741,f504a6f4,a73ee510,6b1e4999,1d351a39,afad0e00,90a568bc,1adce6ef,f74f7152,e276e226,e5ba7672,6ef500f4,e51f040f,5840adea,590fd528,c9d4222a,423fab69,465f835f,ea9a246c,f5422ec9
78656,1,4.0,3,2.0,3.0,0.0,0.0,8.0,13,106.0,4.0,5.0,1.0,0.0,05db9164,26a88120,d032c263,c18be181,25c83c98,fbad5c96,3f4ec687,0b153874,a73ee510,7f79890b,c4adf918,dfbb09fb,85dbe138,b28479f6,1b47b808,84898b2a,3486227d,57598e25,,,0014c32a,,32c7478e,3b183c5c,,
78660,0,0.0,39,,,7093,12.0,3,0,43,0.0,2,,,05db9164,8f5b4275,a6f9c0d6,a3f149af,b0530c50,7e0ccccf,aafff5ff,6c41e35e,a73ee510,882d0608,05c4eeb4,1255d3d0,3e7d76a0,b28479f6,56aba88b,5964d17c,07c540c4,8687deed,21ddcdc9,5840adea,570018c3,,3a171ecb,3b183c5c,e8b83407,2bf605fd
78663,0,0.0,0,4.0,4.0,5724.0,122.0,117,12,248,0.0,5,,4.0,05db9164,028bd518,b00d1501,d16679b9,4cf72387,7e0ccccf,b72ec13d,0b153874,a73ee510,5fe250bc,3547565f,e0d76380,12880350,07d13a8f,90453bc2,1203a270,e5ba7672,2a40f0da,,,73d06dde,,dbb486d7,aee52b6f,,
78670,0,9.0,0,11.0,5.0,161,19.0,37,14,17,1.0,3,0.0,8.0,05db9164,09e68b86,38b594c8,3e6ae8d2,4cf72387,7e0ccccf,197b4575,0b153874,a73ee510,6c47047a,24f22538,bba7a2f8,e40e52ae,1adce6ef,dbc5e126,49e4aa30,8efede7f,5aed7436,a04181c4,b1252a9d,1db774a6,,423fab69,3fdb382b,f7839e21,49d68486
78708,0,3.0,53,11.0,44.0,1473.0,386.0,4.0,45,97.0,0.0,1.0,1.0,44.0,f473b8dc,08d6d899,9143c832,f56b7dd5,25c83c98,7e0ccccf,424fbb9a,5b392875,a73ee510,d1d5b287,2386466b,ae1bb660,45db6793,b28479f6,bffbd637,bad5ee18,3486227d,bbf70d82,,,0429f84b,ad3062eb,3a171ecb,c0d61a5c,,
